groupId,compound,compoundId,sample,peakMz,medianMz,baseMz,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakAreaTop,peakAreaCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_078,88.106003,88.106003,88.106003,3.5,2.96,3.79,0.756,28.2,208,10.1,31.4,111,2.82,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_082,88.106003,88.106003,88.106003,3.53,3.46,3.76,0.274,72.5,199,43,144,37,7.25,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_075,88.106003,88.106003,88.106003,3.36,2.96,3.89,0.538,1.27,190,1.07,7.8,123,0.127,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_085,88.106003,88.106003,88.106003,3.59,3.47,3.75,0.115,1.07,52.4,1,1.67,38,0.107,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_074,88.106003,88.106003,88.106003,3.04,2.95,3.14,0.446,55.9,91.8,19.2,57.2,26,5.59,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_088,88.106003,88.106003,88.106003,3.7,3.63,3.82,0.304,28.7,62.5,10.1,28.1,23,2.87,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_089,88.106003,88.106003,88.106003,3.83,3.36,3.89,0.121,1.28,103,1.15,5.72,82,0.128,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_076,88.106003,88.106003,88.106003,3.16,3.15,3.17,0.0575,84.5,88,28.8,83.5,1,8.45,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_077,88.106003,88.106003,88.106003,3.11,3.07,3.36,0.0631,1.46,60.8,1.19,2.94,40,0.146,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_081,88.106003,88.106003,88.106003,3.31,3.11,3.86,0.683,1.22,147,1.05,5.59,100,0.122,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_083,88.106003,88.106003,88.106003,3.27,3.12,3.86,0.354,13.6,149,5.13,15.8,100,1.36,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_090,88.106003,88.106003,88.106003,3.14,3.04,3.24,0.656,54.6,91.3,18.8,54.2,29,5.46,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_091,88.106003,88.106003,88.106003,3.74,3.43,3.78,0.276,28.1,92.8,9.98,28.4,48,2.81,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_086,88.106003,88.106003,88.106003,3.29,3.28,3.56,0.13,1.81,57,1.2,3.31,40,0.181,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_093,88.106003,88.106003,88.106003,3.43,3.18,3.68,0.377,21.5,120,7.81,24.3,69,2.15,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_094,88.106003,88.106003,88.106003,3.43,3.18,3.5,0.735,118,247,40.3,187,52,11.8,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_079,88.106003,88.106003,88.106003,3.05,2.98,3.88,0.585,1.42,196,1.24,6.83,127,0.142,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_080,88.106003,88.106003,88.106003,3.37,3.19,3.87,0.14,1.45,150,1.19,8.79,107,0.145,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_097,88.106003,88.106003,88.106003,3.46,3.35,3.47,0.0431,3.56,26.3,1.81,4.03,16,0.356,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_098,88.106003,88.106003,88.106003,3.69,3.55,3.73,0.631,4.17,38.3,2.04,4.72,29,0.417,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_095,88.106003,88.106003,88.106003,3.41,2.98,3.64,0.544,70,194,24.5,73.7,96,7,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_092,88.106003,88.106003,88.106003,3.81,3.03,3.86,0.512,1.13,153,1.03,3,115,0.113,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_087,88.106003,88.106003,88.106003,3.18,3.01,3.67,0.683,1.49,128,1.23,4.84,83,0.149,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_073,88.106003,88.106003,88.106003,3.63,3.59,3.86,0.0864,1.08,51.9,0.96,1.44,37,0.108,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_096,88.106003,88.106003,88.106003,3.46,3.3,3.56,0.366,56.9,107,19.6,58.3,37,5.69,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_084,88.106003,88.106003,88.106003,3.28,3.17,3.34,0.354,3.27,35.4,1.68,2.65,22,0.327,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_059,88.106003,88.106003,88.106003,3.68,3.63,3.72,0.27,8.7,26.6,3.54,8.24,12,0.87,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_050,88.106003,88.106003,88.106003,3.55,3.06,3.65,0.207,3.96,112,1.91,5.1,80,0.396,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_054,88.106003,88.106003,88.106003,3.67,3.04,3.86,0.218,2.46,154,1.42,4.26,120,0.246,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_062,88.106003,88.106003,88.106003,3.52,3.39,3.57,0.556,25.9,63.2,9.35,26.3,24,2.59,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_047,88.106003,88.106003,88.106003,3.49,3.23,3.55,0.154,2.22,70.1,1.44,3.9,44,0.222,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_052,88.106003,88.106003,88.106003,3.42,3.33,3.53,0.766,113,192,39.3,156,29,11.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_057,88.106003,88.106003,88.106003,3.44,3.16,3.85,0.677,2.39,134,1.44,7.27,108,0.239,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_058,88.106003,88.106003,88.106003,3.4,3.11,3.54,0.349,42.3,200,14.7,120,52,4.23,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_049,88.106003,88.106003,88.106003,3.41,3.38,3.53,0.448,110,138,37.3,111,17,11,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_051,88.106003,88.106003,88.106003,3.45,3.2,3.72,0.262,7.86,106,3.23,11.1,69,0.786,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_060,88.106003,88.106003,88.106003,3.37,3.12,3.39,0.309,63.7,117,21.8,67.6,41,6.37,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_061,88.106003,88.106003,88.106003,3.29,3.03,3.69,0.157,1.66,131,1.15,6.28,90,0.166,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_064,88.106003,88.106003,88.106003,3.41,3.37,3.44,0.646,91,200,31.4,185,11,9.1,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_065,88.106003,88.106003,88.106003,3.35,2.99,3.5,0.622,9.66,116,3.91,14,75,0.966,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_066,88.106003,88.106003,88.106003,3.13,2.99,3.31,0.714,212,289,71.4,221,44,21.2,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_053,88.106003,88.106003,88.106003,3.42,3.31,3.7,0.733,38.4,115,13.5,42.3,52,3.84,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_067,88.106003,88.106003,88.106003,3.29,3.28,3.36,0.0615,66.8,82.8,23.1,66.7,10,6.68,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_068,88.106003,88.106003,88.106003,3.3,3.01,3.35,0.474,101,171,34.4,102,44,10.1,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_069,88.106003,88.106003,88.106003,3.37,3.3,3.7,0.228,1.37,84.8,1.28,5.27,59,0.137,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_056,88.106003,88.106003,88.106003,3.28,3.01,3.38,0.121,2.73,69.5,1.5,2.97,49,0.273,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_063,88.106003,88.106003,88.106003,3.73,3.33,3.85,0.148,1.12,99.6,1.01,3.28,67,0.112,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_071,88.106003,88.106003,88.106003,3.4,3.25,3.76,0.776,1.82,110,1.32,8.37,77,0.182,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_070,88.106003,88.106003,88.106003,3.44,3.4,3.5,0.295,31.5,51.1,11.3,31.1,10,3.15,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_055,88.106003,88.106003,88.106003,3.27,2.98,3.71,0.571,2.26,137,1.34,4.01,94,0.226,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_072,88.106003,88.106003,88.106003,3.57,3.46,3.8,0.154,7.41,70.4,3.06,8.58,44,0.741,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_048,88.106003,88.106003,88.106003,3.21,3.06,3.83,0.603,1.97,165,1.36,8.65,109,0.197,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_044,88.106003,88.106003,88.106003,3.5,3.04,3.56,0.32,16,116,5.99,19.5,69,1.6,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_045,88.106003,88.106003,88.106003,3.7,3.45,3.83,0.101,1.99,78.5,1.33,3.74,48,0.199,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_046,88.106003,88.106003,88.106003,3.45,3.24,3.53,0.423,99.7,161,35.2,106,36,9.97,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_042,88.106003,88.106003,88.106003,3.43,3.4,3.87,0.19,6.99,111,2.96,20.1,85,0.699,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_043,88.106003,88.106003,88.106003,3.57,3.41,3.88,0.246,1.25,98.3,1.17,4.92,68,0.125,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_041,88.106003,88.106003,88.106003,3.09,3.03,3.14,0.0555,1.12,21.6,0.985,0.667,16,0.112,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_137,88.106003,88.106003,88.106003,3.47,3.38,3.56,0.848,6.19E+03,2.74E+04,5.69E+03,2.74E+04,28,619,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_138,88.106003,88.106003,88.106003,3.48,3.43,3.57,0.849,1.36E+04,5.90E+04,1.13E+04,5.90E+04,24,1.36E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_135,88.106003,88.106003,88.106003,3.5,3.43,3.53,0.842,1.53E+03,6.14E+03,1.32E+03,6.11E+03,16,153,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_130,88.106003,88.106003,88.106003,3.42,3.3,3.47,0.294,51.8,83.7,17.9,52.1,16,5.18,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_125,88.106003,88.106003,88.106003,3.37,3.32,3.48,0.842,2.22E+03,1.52E+04,2.09E+03,1.51E+04,28,222,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_128,88.106003,88.106003,88.106003,3.38,3.31,3.48,0.85,2.76E+04,1.69E+05,2.51E+04,1.69E+05,31,2.76E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_126,88.106003,88.106003,88.106003,3.4,3.32,3.48,0.844,6.67E+03,3.81E+04,5.22E+03,3.80E+04,25,667,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_131,88.106003,88.106003,88.106003,3.32,3.02,3.86,0.433,17.5,187,6.42,32.8,115,1.75,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_127,88.106003,88.106003,88.106003,3.41,3.37,3.49,0.844,1.28E+04,7.11E+04,1.10E+04,7.10E+04,23,1.28E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_132,88.106003,88.106003,88.106003,3.88,3.61,3.92,0.67,33.2,92.9,11.7,34.3,43,3.32,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_133,88.106003,88.106003,88.106003,3.49,3.16,3.68,0.784,306,983,169,888,72,30.6,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_134,88.106003,88.106003,88.106003,3.49,3.41,3.52,0.808,410,1.58E+03,285,1.56E+03,17,41,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_136,88.106003,88.106003,88.106003,3.5,3.43,3.56,0.846,2.75E+03,1.20E+04,2.29E+03,1.20E+04,20,275,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_003,88.106003,88.106003,88.106003,3.47,3.43,3.58,0.846,2.54E+05,1.66E+06,2.34E+05,1.66E+06,32,1.01E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_009,88.106003,88.106003,88.106003,3.44,3.41,3.55,0.844,3.11E+03,1.80E+04,2.68E+03,1.80E+04,25,311,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_011,88.106003,88.106003,88.106003,3.44,3.36,3.53,0.83,1.31E+04,8.47E+04,1.14E+04,8.47E+04,32,1.31E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_010,88.106003,88.106003,88.106003,3.44,3.36,3.53,0.827,7.43E+03,4.41E+04,6.56E+03,4.41E+04,30,743,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_012,88.106003,88.106003,88.106003,3.46,3.39,3.57,0.85,2.22E+04,1.36E+05,2.07E+04,1.36E+05,33,2.22E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_013,88.106003,88.106003,88.106003,3.43,3.35,3.54,0.851,5.90E+04,3.50E+05,5.22E+04,3.50E+05,34,4.23E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_014,88.106003,88.106003,88.106003,3.43,3.37,3.54,0.85,1.02E+05,6.84E+05,9.31E+04,6.84E+05,33,4.12E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_004,88.106003,88.106003,88.106003,3.45,3.41,3.68,0.57,48.4,100,16.8,50.5,38,4.84,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_001,88.106003,88.106003,88.106003,3.68,3.65,3.78,0.619,144,534,71.8,508,13,14.4,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_005,88.106003,88.106003,88.106003,3.44,3.28,3.51,0.759,143,760,93.1,717,35,14.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_002,88.106003,88.106003,88.106003,3.82,3.7,3.87,0.157,2.86,33.3,1.57,2.46,22,0.286,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_006,88.106003,88.106003,88.106003,3.44,3.02,3.5,0.781,190,1.12E+03,153,1.04E+03,61,19,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_007,88.106003,88.106003,88.106003,3.47,3.41,3.51,0.827,447,1.55E+03,350,1.53E+03,16,44.7,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_008,88.106003,88.106003,88.106003,3.44,3.41,3.55,0.785,1.61E+03,8.58E+03,1.13E+03,8.56E+03,24,161,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_020,88.106003,88.106003,88.106003,3.42,3.36,3.53,0.848,1.13E+05,7.31E+05,1.08E+05,7.31E+05,32,1.82E+03,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_021,88.106003,88.106003,88.106003,3.41,3.21,3.47,0.728,314,604,117,553,37,31.4,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_032,88.106003,88.106003,88.106003,3.4,3.3,3.83,0.361,56.7,165,19.5,63.1,73,5.67,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_026,88.106003,88.106003,88.106003,3.67,3.11,3.88,0.64,2.79,165,1.62,11.5,115,0.279,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_034,88.106003,88.106003,88.106003,3.16,3.14,3.17,0.494,101,108,34.5,100,4,10.1,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_027,88.106003,88.106003,88.106003,3.69,3.14,3.7,0.0441,4.97,122,2.36,10.6,83,0.497,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_035,88.106003,88.106003,88.106003,3.81,3.2,3.87,0.442,2.79,128,1.57,6.09,92,0.279,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_036,88.106003,88.106003,88.106003,3.68,3.67,3.77,0.0556,78.5,96.3,26.8,77.6,10,7.85,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_037,88.106003,88.106003,88.106003,3.57,3.44,3.75,0.411,5.98,63.7,2.63,7.18,38,0.598,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_038,88.106003,88.106003,88.106003,3.48,3.32,3.57,0.745,33.8,87.3,12,36.6,34,3.38,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_015,88.106003,88.106003,88.106003,3.43,3.37,3.54,0.847,2.14E+05,1.39E+06,1.99E+05,1.39E+06,31,941,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_028,88.106003,88.106003,88.106003,3.41,3.15,3.71,0.771,81.1,219,27.7,112,79,8.11,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_016,88.106003,88.106003,88.106003,3.43,3.14,3.49,0.8,245,591,126,525,49,24.5,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_022,88.106003,88.106003,88.106003,3.46,3.07,3.46,0.0627,97.3,196,36.8,121,50,9.73,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_017,88.106003,88.106003,88.106003,3.55,3.52,3.84,0.259,26.7,92.5,9.54,30.8,40,2.67,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_033,88.106003,88.106003,88.106003,3.26,3.02,3.42,0.601,23.6,111,8.59,26.7,69,2.36,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_025,88.106003,88.106003,88.106003,2.97,2.96,3.15,0.0503,37.4,72,13.1,37.4,26,3.74,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_039,88.106003,88.106003,88.106003,3.26,3.09,3.65,0.395,59.3,174,20.5,65.8,76,5.93,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_040,88.106003,88.106003,88.106003,3.43,3.01,3.49,0.515,126,227,42.7,134,67,12.6,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_018,88.106003,88.106003,88.106003,3.21,3.11,3.31,0.599,23.9,67.2,8.67,25.4,34,2.39,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_019,88.106003,88.106003,88.106003,3.56,3.53,3.66,0.592,61.9,89.2,21.8,64.1,20,6.19,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_023,88.106003,88.106003,88.106003,3.43,3.25,3.49,0.45,11.4,60.2,4.48,12.4,28,1.14,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_024,88.106003,88.106003,88.106003,3.84,3.68,3.86,0.0717,1.24,35.1,1.05,2.2,27,0.124,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_030,88.106003,88.106003,88.106003,3.7,3.64,3.72,0.0747,1.23,18.5,1.14,1.29,13,0.123,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_031,88.106003,88.106003,88.106003,3.82,3.8,3.88,0.448,6.43,21.1,2.83,5.72,8,0.643,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_029,88.106003,88.106003,88.106003,3.81,3.7,3.87,0.596,4.4,40.4,2.17,4.75,21,0.44,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_106,88.106003,88.106003,88.106003,3.43,3.35,3.52,0.656,43.3,166,26.7,133,27,4.33,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_108,88.106003,88.106003,88.106003,3.41,3.1,3.45,0.147,4.32,72.5,2.02,5.02,45,0.432,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_124,88.106003,88.106003,88.106003,3.39,3.31,3.49,0.785,1.12E+03,7.01E+03,896,6.98E+03,32,112,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_117,88.106003,88.106003,88.106003,3.39,3.3,3.48,0.79,893,3.58E+03,531,3.54E+03,28,89.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_102,88.106003,88.106003,88.106003,3.9,3.14,3.91,0.812,75.7,217,25.8,77.9,107,7.57,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_114,88.106003,88.106003,88.106003,3.39,3.27,3.42,0.81,430,1.54E+03,351,1.52E+03,19,43,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_100,88.106003,88.106003,88.106003,3.42,3.24,3.49,0.442,62.4,159,22.1,114,31,6.24,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_104,88.106003,88.106003,88.106003,3.46,3.04,3.75,0.442,1.43,133,1.07,3.84,99,0.143,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_099,88.106003,88.106003,88.106003,3.15,3.07,3.81,0.197,2.7,138,1.49,6.29,91,0.27,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_105,88.106003,88.106003,88.106003,3.33,3.32,3.82,0.0404,1.02,91.6,0.871,1.04,65,0.102,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_107,88.106003,88.106003,88.106003,3.41,3.07,3.66,0.365,17.7,137,6.48,29.4,82,1.77,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_111,88.106003,88.106003,88.106003,3.4,3.34,3.83,0.762,74.6,322,45.8,231,73,7.46,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_113,88.106003,88.106003,88.106003,3.39,3.35,3.48,0.806,835,3.51E+03,630,3.48E+03,20,83.5,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_119,88.106003,88.106003,88.106003,3.4,3.08,3.45,0.494,45.8,181,19.3,113,52,4.58,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_120,88.106003,88.106003,88.106003,3.62,3.48,3.69,0.181,8.67,48,3.48,8.27,23,0.867,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_110,88.106003,88.106003,88.106003,3.44,3.33,3.47,0.473,153,356,79.3,329,19,15.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_116,88.106003,88.106003,88.106003,3.41,3.05,3.44,0.529,185,352,62.4,280,54,18.5,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_109,88.106003,88.106003,88.106003,3.41,3.36,3.46,0.756,494,1.91E+03,324,1.89E+03,17,49.4,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_118,88.106003,88.106003,88.106003,3.4,3.28,3.46,0.752,323,1.56E+03,269,1.53E+03,32,32.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_121,88.106003,88.106003,88.106003,3.29,3.02,3.83,0.161,1.26,149,1.11,3.75,106,0.126,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_112,88.106003,88.106003,88.106003,3.43,3.2,3.62,0.794,101,355,56.8,278,58,10.1,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_115,88.106003,88.106003,88.106003,3.41,3.34,3.49,0.791,656,3.04E+03,535,3.01E+03,26,65.6,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_122,88.106003,88.106003,88.106003,3.41,3.03,3.46,0.793,181,738,78.5,654,64,18.1,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_123,88.106003,88.106003,88.106003,3.39,3.28,3.45,0.784,383,1.90E+03,262,1.86E+03,23,38.3,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_101,88.106003,88.106003,88.106003,2.97,2.94,3.57,0.478,49.9,165,17.2,51.7,88,4.99,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_103,88.106003,88.106003,88.106003,3.4,3.03,3.58,0.647,10.4,110,4.08,10.7,77,1.04,0,
0,pantothenic acid neg,pantothenic acid neg,mtab_TSQ_KHU8_2021_0618_139,88.106003,88.106003,88.106003,3.47,3.42,3.57,0.85,2.94E+04,1.24E+05,2.56E+04,1.24E+05,28,2.94E+03,0,
