groupId,compound,compoundId,sample,peakMz,medianMz,baseMz,rt,rtmin,rtmax,quality,peakIntensity,peakArea,peakAreaTop,peakAreaCorrected,noNoiseObs,signalBaseLineRatio,fromBlankSample,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_111,146.134,146.134,146.134,3.81,3.7,3.85,0.515,292,943,107,913,21,29.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_123,146.134,146.134,146.134,3.39,3.35,3.43,0.751,289,909,136,892,13,28.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_134,146.134,146.134,146.134,3.49,3.44,3.54,0.789,288,867,218,847,17,28.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_117,146.134,146.134,146.134,3.39,3.28,3.51,0.784,259,2.15E+03,252,2.10E+03,37,25.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_133,146.134,146.134,146.134,3.48,3.35,3.52,0.772,247,464,115,432,25,24.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_109,146.134,146.134,146.134,3.41,3.36,3.46,0.671,246,1.23E+03,169,1.21E+03,15,24.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_001,146.134,146.134,146.134,3.11,3.05,3.21,0.668,224,303,75.4,267,29,22.4,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_118,146.134,146.134,146.134,3.39,3.37,3.47,0.438,220,1.11E+03,123,1.09E+03,17,22,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_038,146.134,146.134,146.134,3.67,3.64,3.69,0.516,218,316,73.2,304,8,21.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_034,146.134,146.134,146.134,3.68,3.65,3.79,0.781,207,475,71.1,445,20,20.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_067,146.134,146.134,146.134,3.14,3.03,3.28,0.806,206,525,108,472,25,20.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_035,146.134,146.134,146.134,3.36,3.35,3.48,0.0578,197,281,66.3,256,16,19.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_088,146.134,146.134,146.134,3.41,3.4,3.55,0.14,195,720,80.2,690,26,19.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_110,146.134,146.134,146.134,3.51,3.39,3.56,0.733,193,726,82.8,690,23,19.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_031,146.134,146.134,146.134,3.6,3.5,3.7,0.783,191,388,78.3,348,25,19.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_122,146.134,146.134,146.134,3.27,3.2,3.34,0.687,189,370,65,339,23,18.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_077,146.134,146.134,146.134,3.9,3.82,3.91,0.0588,188,254,63.2,236,8,18.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_069,146.134,146.134,146.134,3.88,3.76,3.91,0.809,183,321,62.8,290,21,18.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_061,146.134,146.134,146.134,3.53,3.49,3.55,0.791,181,325,101,313,7,18.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_030,146.134,146.134,146.134,3.28,3.25,3.36,0.481,181,333,80.9,311,14,18.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_007,146.134,146.134,146.134,3.47,3.44,3.51,0.746,176,621,124,609,11,17.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_065,146.134,146.134,146.134,3.25,3.23,3.27,0.443,175,187,59.5,178,6,17.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_106,146.134,146.134,146.134,3.24,3.15,3.28,0.494,171,382,62.8,357,18,17.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_052,146.134,146.134,146.134,3.25,3.21,3.32,0.735,170,319,57.4,296,17,17,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_086,146.134,146.134,146.134,3.36,3.32,3.44,0.463,168,231,56.7,208,15,16.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_019,146.134,146.134,146.134,3.24,3.18,3.29,0.639,167,207,56.7,185,18,16.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_048,146.134,146.134,146.134,3.7,3.65,3.79,0.489,167,329,78.4,300,18,16.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_097,146.134,146.134,146.134,3.8,3.67,3.89,0.622,165,440,75.4,399,28,16.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_119,146.134,146.134,146.134,3.17,3.05,3.19,0.533,163,262,54.8,237,17,16.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_006,146.134,146.134,146.134,3.88,3.83,3.91,0.527,162,276,54.6,261,12,16.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_023,146.134,146.134,146.134,3.16,3.14,3.24,0.484,161,257,54.4,235,11,16.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_090,146.134,146.134,146.134,3.34,3.32,3.36,0.608,161,245,55,236,8,16.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_082,146.134,146.134,146.134,3.17,3.06,3.23,0.512,159,391,53.5,359,26,15.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_042,146.134,146.134,146.134,3.47,3.46,3.57,0.0855,158,240,53.2,216,20,15.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_085,146.134,146.134,146.134,3.09,3.07,3.13,0.53,158,172,53.1,160,9,15.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_047,146.134,146.134,146.134,3.2,3.11,3.24,0.434,156,330,52.7,303,12,15.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_025,146.134,146.134,146.134,3.77,3.71,3.8,0.763,155,193,52.4,176,14,15.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_068,146.134,146.134,146.134,3.3,3.27,3.45,0.417,155,338,58.1,301,20,15.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_081,146.134,146.134,146.134,3.48,3.45,3.53,0.784,154,324,74.2,306,13,15.4,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_016,146.134,146.134,146.134,3.27,3.23,3.33,0.286,153,186,51.8,166,12,15.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_103,146.134,146.134,146.134,3.91,3.83,3.92,0.0569,153,169,51.4,153,15,15.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_072,146.134,146.134,146.134,3.51,3.49,3.57,0.434,149,195,50.4,180,7,14.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_120,146.134,146.134,146.134,3.64,3.6,3.81,0.473,148,308,64.3,270,24,14.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_095,146.134,146.134,146.134,3.88,3.81,3.9,0.455,147,205,49.7,187,14,14.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_002,146.134,146.134,146.134,3.79,3.75,3.9,0.415,147,246,49.5,219,22,14.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_099,146.134,146.134,146.134,3.28,3.16,3.38,0.671,147,371,50.8,330,34,14.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_075,146.134,146.134,146.134,3.86,3.77,3.89,0.337,145,202,48.8,178,16,14.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_043,146.134,146.134,146.134,3.41,3.3,3.49,0.427,144,419,48.7,380,22,14.4,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_076,146.134,146.134,146.134,3.71,3.65,3.8,0.651,143,211,48.7,182,23,14.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_024,146.134,146.134,146.134,3.2,3.11,3.2,0.0562,142,257,48,239,7,14.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_055,146.134,146.134,146.134,3.33,3.29,3.39,0.504,142,251,48.4,231,14,14.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_028,146.134,146.134,146.134,3.2,3.15,3.24,0.229,141,187,53.2,170,10,14.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_100,146.134,146.134,146.134,3.66,3.59,3.69,0.688,138,266,55.5,248,14,13.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_105,146.134,146.134,146.134,3.86,3.83,3.9,0.601,138,162,47.3,148,10,13.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_040,146.134,146.134,146.134,3.49,3.45,3.53,0.765,138,214,52.7,198,12,13.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_022,146.134,146.134,146.134,3.81,3.77,3.89,0.478,136,245,46.2,220,18,13.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_091,146.134,146.134,146.134,3.87,3.74,3.92,0.497,134,362,45.2,330,20,13.4,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_058,146.134,146.134,146.134,3.11,2.98,3.18,0.773,132,217,44.7,181,22,13.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_018,146.134,146.134,146.134,3.15,3.07,3.17,0.559,131,200,44.6,178,14,13.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_026,146.134,146.134,146.134,3.74,3.69,3.78,0.377,130,246,52.5,226,12,13,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_083,146.134,146.134,146.134,3.66,3.58,3.72,0.398,129,274,56.2,247,20,12.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_121,146.134,146.134,146.134,3.9,3.81,3.91,0.518,128,202,43.4,181,14,12.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_087,146.134,146.134,146.134,3.64,3.57,3.78,0.653,127,408,43.3,368,37,12.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_092,146.134,146.134,146.134,3.23,3.17,3.35,0.659,126,256,42.5,222,24,12.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_107,146.134,146.134,146.134,3.84,3.77,3.9,0.424,123,163,41.7,138,20,12.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_101,146.134,146.134,146.134,3.1,3.04,3.11,0.108,122,256,41.4,242,10,12.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_021,146.134,146.134,146.134,3.27,3.24,3.33,0.447,120,213,56.7,194,10,12,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_005,146.134,146.134,146.134,3.45,3.39,3.47,0.314,119,450,67.2,434,13,11.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_051,146.134,146.134,146.134,3.68,3.5,3.75,0.345,118,368,40.5,322,30,11.8,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_116,146.134,146.134,146.134,3.69,3.62,3.84,0.454,113,551,40.4,509,23,11.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_112,146.134,146.134,146.134,3.11,2.96,3.29,0.48,113,645,67.9,584,41,11.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_070,146.134,146.134,146.134,3.68,3.65,3.71,0.658,111,164,45.9,151,9,11.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_054,146.134,146.134,146.134,3.12,3.1,3.13,0.0487,110,117,37.5,110,4,11,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_093,146.134,146.134,146.134,3.7,3.63,3.75,0.716,110,267,48.1,244,16,11,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_078,146.134,146.134,146.134,3.51,3.41,3.51,0.0544,109,166,36.9,143,11,10.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_073,146.134,146.134,146.134,3.35,3.23,3.38,0.313,109,275,36.9,247,18,10.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_066,146.134,146.134,146.134,3.47,3.41,3.49,0.171,109,317,50.9,301,8,10.9,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_074,146.134,146.134,146.134,3.56,3.53,3.69,0.308,107,355,36.4,323,17,10.7,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_059,146.134,146.134,146.134,3.45,3.29,3.47,0.387,106,252,36.9,216,22,10.6,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_080,146.134,146.134,146.134,3.24,3.2,3.32,0.354,105,237,36.7,211,17,10.5,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_046,146.134,146.134,146.134,3.38,3.24,3.53,0.417,103,651,35,595,38,10.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_062,146.134,146.134,146.134,3.26,3.2,3.3,0.781,103,167,35,146,15,10.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_108,146.134,146.134,146.134,3.41,3.38,3.48,0.255,103,217,34.8,197,9,10.3,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_032,146.134,146.134,146.134,3.64,3.63,3.71,0.0777,102,149,34.6,133,12,10.2,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_079,146.134,146.134,146.134,3.31,3.17,3.37,0.733,100,287,35.5,243,33,10,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_104,146.134,146.134,146.134,3.29,3.25,3.37,0.76,100,213,43.5,190,20,10,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_131,146.134,146.134,146.134,3.65,3.61,3.8,0.461,99.5,230,33.8,196,25,9.95,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_057,146.134,146.134,146.134,3.53,3.36,3.74,0.778,98.4,561,33.5,490,57,9.84,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_056,146.134,146.134,146.134,3.19,3.17,3.22,0.494,97.8,244,33.6,235,9,9.78,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_053,146.134,146.134,146.134,3.33,3.28,3.44,0.341,97.4,318,33.1,288,15,9.74,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_036,146.134,146.134,146.134,3.58,3.46,3.62,0.386,96.9,318,43,286,17,9.69,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_096,146.134,146.134,146.134,3.03,2.95,3.12,0.654,96.6,172,40.5,140,24,9.66,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_033,146.134,146.134,146.134,3.57,3.5,3.64,0.355,96.3,265,48.4,233,16,9.63,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_027,146.134,146.134,146.134,3.56,3.55,3.7,0.572,96.1,256,32.7,224,20,9.61,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_060,146.134,146.134,146.134,3.29,3.21,3.41,0.347,96.1,332,32.7,293,28,9.61,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_049,146.134,146.134,146.134,3.12,3.04,3.16,0.553,93.8,253,48,229,16,9.38,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_041,146.134,146.134,146.134,3.78,3.72,3.85,0.594,93.1,150,31.7,125,13,9.31,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_071,146.134,146.134,146.134,3.79,3.74,3.88,0.266,91.2,223,31,195,15,9.12,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_050,146.134,146.134,146.134,3.49,3.45,3.52,0.635,90.1,206,52.8,193,8,9.01,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_064,146.134,146.134,146.134,3.67,3.6,3.69,0.76,88.7,176,30.3,155,11,8.87,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_044,146.134,146.134,146.134,3.73,3.67,3.84,0.556,87.2,225,29.7,191,23,8.72,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_130,146.134,146.134,146.134,3.16,3.12,3.27,0.738,84.8,118,28.9,88.1,22,8.48,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_004,146.134,146.134,146.134,3.79,3.75,3.9,0.464,84.4,242,28.7,214,19,8.44,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_089,146.134,146.134,146.134,3.23,3.17,3.31,0.277,83.5,247,29.1,221,15,8.35,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_143,146.134,146.134,146.134,3.18,3.02,3.3,0.755,81.7,225,28,163,36,8.17,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_102,146.134,146.134,146.134,3.62,3.58,3.67,0.636,81.3,201,29.1,184,12,8.13,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_037,146.134,146.134,146.134,3.26,3.24,3.38,0.528,80.4,160,27.4,134,22,8.04,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_132,146.134,146.134,146.134,3.17,3.15,3.27,0.434,78.7,113,26.8,91.3,14,7.87,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_094,146.134,146.134,146.134,3.08,3,3.23,0.404,76.1,265,26,223,27,7.61,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_039,146.134,146.134,146.134,3.81,3.69,3.84,0.279,74,261,45.2,229,20,7.4,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_017,146.134,146.134,146.134,3.43,3.37,3.52,0.523,70.8,116,25.3,85.5,18,7.08,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_063,146.134,146.134,146.134,3.57,3.5,3.67,0.431,70.8,140,24.3,107,27,7.08,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_144,146.134,146.134,146.134,3.8,3.77,3.81,0.0856,70.2,79.3,24.4,69.9,6,7.02,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_029,146.134,146.134,146.134,3.27,3.23,3.34,0.643,66.2,173,22.8,149,15,6.62,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_084,146.134,146.134,146.134,3.69,3.68,3.7,0.0465,61,66.3,21,60.9,3,6.1,0,
0,pantothenic acid neg confirm,pantothenic acid neg confirm,mtab_TSQ_KHU8_2021_0618_098,146.134,146.134,146.134,3.13,3.1,3.15,0.186,48.6,62.8,16.8,52.1,5,4.86,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_121,136.198,136.198,136.198,5.63,5.54,5.75,0.834,5.06E+03,2.91E+04,3.76E+03,2.90E+04,34,506,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_070,136.198,136.198,136.198,5.63,5.58,5.77,0.841,4.70E+03,2.96E+04,3.85E+03,2.95E+04,37,470,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_081,136.198,136.198,136.198,5.63,5.56,5.77,0.831,4.59E+03,2.52E+04,3.17E+03,2.51E+04,37,459,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_030,136.198,136.198,136.198,5.62,5.52,5.89,0.824,4.58E+03,2.92E+04,3.56E+03,2.91E+04,61,458,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_019,136.198,136.198,136.198,5.61,5.49,5.81,0.844,4.49E+03,2.73E+04,3.23E+03,2.71E+04,53,449,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_005,136.198,136.198,136.198,5.63,5.56,5.78,0.829,4.44E+03,3.27E+04,3.77E+03,3.25E+04,37,444,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_008,136.198,136.198,136.198,5.64,5.55,5.74,0.831,4.41E+03,3.08E+04,3.68E+03,3.07E+04,33,441,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_082,136.198,136.198,136.198,5.61,5.53,5.82,0.823,4.32E+03,2.69E+04,3.03E+03,2.68E+04,50,432,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_038,136.198,136.198,136.198,5.61,5.54,5.7,0.832,4.25E+03,2.62E+04,3.53E+03,2.61E+04,30,425,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_122,136.198,136.198,136.198,5.61,5.51,5.78,0.845,4.23E+03,2.18E+04,3.06E+03,2.17E+04,43,423,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_011,136.198,136.198,136.198,5.63,5.54,5.83,0.837,4.18E+03,2.84E+04,3.27E+03,2.82E+04,47,418,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_025,136.198,136.198,136.198,5.65,5.57,5.76,0.837,4.15E+03,2.92E+04,3.55E+03,2.91E+04,31,415,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_052,136.198,136.198,136.198,5.62,5.54,5.74,0.831,4.10E+03,2.37E+04,3.27E+03,2.36E+04,30,410,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_106,136.198,136.198,136.198,5.63,5.6,5.78,0.841,4.09E+03,2.28E+04,3.15E+03,2.27E+04,31,409,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_034,136.198,136.198,136.198,5.62,5.52,5.75,0.841,4.08E+03,2.89E+04,3.51E+03,2.88E+04,41,408,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_058,136.198,136.198,136.198,5.61,5.53,5.84,0.823,4.06E+03,2.80E+04,3.18E+03,2.79E+04,51,406,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_046,136.198,136.198,136.198,5.63,5.56,5.72,0.832,4.05E+03,2.95E+04,3.27E+03,2.94E+04,28,405,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_128,136.198,136.198,136.198,5.59,5.52,5.7,0.835,4.01E+03,2.26E+04,2.94E+03,2.25E+04,35,401,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_032,136.198,136.198,136.198,5.63,5.56,5.71,0.841,4.00E+03,2.32E+04,3.37E+03,2.31E+04,28,400,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_100,136.198,136.198,136.198,5.62,5.54,5.74,0.821,3.97E+03,2.44E+04,2.97E+03,2.44E+04,34,397,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_062,136.198,136.198,136.198,5.64,5.54,5.73,0.831,3.94E+03,2.67E+04,3.17E+03,2.67E+04,31,394,0,
0,indole-3-acetic acid d7,indole-3-acetic acid d7,mtab_TSQ_KHU8_2021_0618_003,136.198,136.198,136.198,5.68,5.55,5.87,0.839,3.93E+03,3.44E+04,3.49E+03,3.42E+04,47,393,0,
